,type,url,headline,euRelation,countryOfOrigin,claimreviewed,source_url,date_published_parsed
691,Debunk,https://faktoje.al/pornografia-me-te-mitur-ne-gjermani-vijon-te-denohet-me-burgim/,Child pornography in Germany continues to be punished with imprisonment,Indirect,AL,Pedophiles are celebrating after Germany decriminalized possession of child pornography,https://www.facebook.com/ahmedkalaja/posts/pfbid0B2MtV1rXLDFvWDmZMmZdh112gMppzEnWT3fTpNepGWZKzt1mfPRxvkyaputfNYEpl,2024-05-27 10:43:23.000
692,Factcheck,https://demagog.org.pl/wypowiedzi/deklaracja-plci-w-niemczech-raz-w-roku-falsz-kaczynskiego/,Gender declaration in Germany once a year? Kaczynski's Fault,Indirect,PL,"But remember that there is an incredible amount of this madness in Europe in other areas at the moment [...]. In Germany, for example, at this moment every year everyone declares whether they are a woman or a man",https://www.youtube.com/watch?v=-10Rtm1XpwU&t=1190s,2024-05-27 10:05:55.000
693,Debunk,https://info-veritas.com/desinformacion-video-no-robo-barcelona-los-angeles/,"This video doesn't show a cornflower robbery in Barcelona, but in Los Angeles",Direct,ES,"Barcelona. Moroccan man violently attacks an elderly person, stuns him with fists and steals his watch. There are politicians in Congress just as guilty as he is (and you vote for them compulsively).",https://x.com/CapitanBitcoin/status/1793968076616270173,2024-05-27 09:12:35.000
694,Debunk,https://apa.at/faktencheck/babler-und-die-diskussion-um-brennende-kreuze/,Babler and the discussion about burning crosses,Indirect,AT,SPÖ leader Andreas Babler called for various acts of violence in 1996,https://x.com/volkspartei/status/1789206768154718522,2024-05-27 09:11:23.358
695,Debunk,https://faktoje.al/bashkia-e-varshaves-ndaloi-simbolet-fetare-ne-zyra-por-jo-ne-ambjente-publike/,"Warsaw City Council banned religious symbols in offices, but not in public spaces",Direct,AL,Poland has issued a law against the display of religious symbols in public spaces,https://www.facebook.com/hera.duura/posts/pfbid02tVpWvpBtp3FcXfAxoHbDbUa6LUgS2nmHe1zYae5nRJ1DFFXioeKz86LpaZgTMskYl,2024-05-27 08:57:15.000
696,Debunk,https://factcheck.ge/ka/story/42894-dezinformacia-astrazeneca-s-covid-vaqcina-bazridan-ishviati-da-sashishi-gverditi-efeqtebis-gamo-gaitsvies,"Disinformation: AstraZeneca withdrew its Covid vaccine due to ""rare and dangerous"" side effects",Indirect,GE,"AstraZeneca withdrew its Covid vaccine due to ""rare and dangerous"" side effects",https://www.facebook.com/permalink.php?story_fbid=pfbid036Mx14i1uupvqwCuVJHUh7cV6mjcrivggB5Wq57EoUReYJrJwtxWj9izKdBszdfgSl&id=100083018558030,2024-05-27 07:01:54.069
697,Debunk,https://maldita.es/malditobulo/20240527/robo-reloj-anciano-marroqui-barcelona-los-angeles/,"No, this video doesn't show a “Moroccan” assaulting and stealing an old man's watch in Barcelona: it happened in Los Angeles",Indirect,ES,Moroccan man attacks and robs an old man in Barcelona,https://x.com/SrLiberal/status/1794014879772201013,2024-05-27 00:00:00.000
698,Debunk,https://maldita.es/malditobulo/20240527/bulo-ingreso-minimo-vital-inmigrantes/,"The hoax that states that 1,698,861 of the 1,753,701 people who supposedly receive the Minimum Living Income in Spain “are immigrants”",Indirect,ES,"Of the 1,753,701 people who receive the Minimum Living Income in Spain, 1,698,861 are immigrants",https://x.com/Espball/status/1752346301398761558,2024-05-27 00:00:00.000
699,Debunk,https://maldita.es/malditobulo/20240527/cancion-dj-alemania-fuera-los-extranjeros/,"No, this DJ is not playing a song that says “Germany for Germans, foreigners out”: it's a montage that has been superimposed on the audio",Indirect,ES,A German DJ plays a nationalist and xenophobic song called “Ausländer Raus!” (Foreigners out!) in an electronic music session,https://x.com/antiprogrecom/status/1794473698830721033,2024-05-27 00:00:00.000
700,Debunk,https://correctiv.org/faktencheck/2024/05/27/europawahl-2024-nein-ein-kreuz-ueber-den-rand-hinaus-macht-die-stimme-nicht-ungueltig/,"2024 European elections: No, a cross that overwrites the margins does not invalidate the vote",Direct,DE,"If the margins are overwritten when the cross is placed on the ballot paper, the vote will be declared invalid",https://correctiv.org/faktencheck/2024/05/27/europawahl-2024-nein-ein-kreuz-ueber-den-rand-hinaus-macht-die-stimme-nicht-ungueltig/,2024-05-26 22:00:00.000
701,Debunk,https://verifica.efe.com/asesinato-getxo-menas-falso/,Those arrested for the murder of a young man in Getxo are not “menas”,Indirect,ES,A group of Maghrebi “menas” murders a young man in Getxo after stabbing him,https://x.com/Puntual24H/status/1794686880254189987,2024-05-26 22:00:00.000
702,Debunk,https://facta.news/antibufale/2024/05/27/tunnel-rafah-egitto/,This tunnel does not connect the Palestinian city of Rafah with Egypt,Indirect,IT,"One of the 50 tunnels the size of a highway that Israel discovered connecting Rafah to Egypt. This is the Hamas highway that Biden, Egypt, Turkey, Qatar and Iran were desperately trying to hide. If anyone still has doubts about why to clean up Rafiah and occupy the Philadelfi corridor!",https://www.facebook.com/salvino.glam/posts/pfbid02LFVPdLSEbBV44Fz6LufbGP4ZCZWvU2XbxLrwaAZq9UzBXVR23KAHWmYPgiu8uCfZl,2024-05-26 22:00:00.000
703,Debunk,https://facta.news/antibufale/2024/05/27/pogacar-giro-italia-bandiera-palestina-emirati/,The winner of the Giro d'Italia did not have the Palestinian flag on the podium,Indirect,IT,The cyclist who won the Giro d'Italia Pogačar brings the Palestinian and Slovenian flags to the award stage but is censored by the competition's social channels,https://www.facebook.com/yousefsalmanpalestine/posts/pfbid02xtHNLuqadLqgUD7KdeF6UUWJDu9fndmjeZSB1YMDoAsVEVsSoDs1Kq6a2d4CRJaDl,2024-05-26 22:00:00.000
704,Debunk,https://www.factchecker.gr/2024/05/27/disinformation-about-child-pornography-decriminalization-in-germany/,Disinformation on the “decriminalization” of possession of child pornography by the German Parliament,Direct,GR,The possession of child pornography was decriminalized by the German Parliament. Shock and outrage at the decision that undermines child protection,https://www.pronews.gr/amyna-asfaleia/diethnis-asfaleia/apopoinikopoiithike-i-katoxi-paidikis-pornografias-apo-ti-germaniki-vouli/,2024-05-26 21:00:00.000
705,Debunk,https://poligrafo.sapo.pt/fact-check/boletins-de-voto-na-alemanha-para-as-eleicoes-europeias-sao-invalidos/,"No, German ballot papers for the European elections are not invalid",Direct,PT,German ballot papers for the European elections are invalid,,2024-05-26 14:35:24.000
706,Factcheck,https://www.tjekdet.dk/faktatjek/nej-novo-er-ikke-ved-forlade-danmark,"No, Novo Nordisk is not leaving Denmark and Europe",Direct,DK,Medical giant Novo Nordisk will move production out of EU due to poor patent rights,,2024-05-25 08:08:55.008
707,Factcheck,https://demagog.org.pl/wypowiedzi/jaka-czesc-rachunku-za-prad-to-unijne-eko-podatki-sprawdzamy/,European Union equal expensive energy. 40-50% of the electricity bill is EU eco-taxes,Direct,PL,European Union = expensive energy. 40-50% of the electricity bill is EU eco-taxes,https://www.tiktok.com/@januszkowalskiofficial/video/7365181005054987553?lang=en,2024-05-25 03:21:33.000
708,Debunk,https://www.ellinikahoaxes.gr/2024/05/24/parapliroforisi-schetika-me-to-kostos-agoras-ilektrikon-leoforeion-gia-athina-kai-thessaloniki/,Misinformation about the cost of buying electric buses for Athens and Thessaloniki,Indirect,GR,"The government spent 120 million euros to procure 110 electric buses for the Thessaloniki Urban Transport Agency, a cost far greater than the actual value of the vehicles",https://www.facebook.com/a.sklapani/posts/pfbid033MyqjjqjjfjTPPGcFDsp4ycfcQHnn8fhGGfJBwutYHqU8v77gGx5xdx1QiDCDAvwl,2024-05-24 21:41:57.000
709,Debunk,https://www.ellinikahoaxes.gr/2024/05/24/to-dpd-den-exedose-pros-to-paron-entalmata-syllipsis-gia-ton-netaniachou-kai-ton-igeti-tis-chamas/,The ICC has not - for the time being - issued arrest warrants for Netanyahu and the Hamas leader,Indirect,GR,The International Criminal Court has issued arrest warrants for Israeli Prime Minister Benjamin Netanyahu and Hamas leader Yahya Sinwar,https://newpost.gr/eidiseis/to-dpd-exedose-entalma-syllipsis-kata-toy-israilinoy-prothypoyrgoy-mpeniamin-netaniachoy/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook&fbclid=IwZXh0bgNhZW0CMTEAAR30KiDAinmLTw61lS2VChh4S106xVZWezum-ib0x3bjASa7G5PUbQECfBM_aem_AW1yz4N1J4JeQfs4GZUPfRG2JnfPlG400zYe3CUATTOSmyU3L4jZm22gIbMSQkxnVUANynRwDaaFPee6T29ydMJI#Echobox=1716208160,2024-05-24 21:32:25.000
710,Factcheck,https://rebaltica.lv/2024/05/es-netiek-atzitas-citas-dalibvalstis-registretas-gimenes/,EU does not require recognition of same sex marriage registered in other member state,Direct,LV,EU requires recognition of same sex marriage registered in other member state,https://www.lsm.lv/raksts/kas-notiek-latvija/raidijumi/20.05.2024-video-kam-jabut-eiropas-parlamenta-diskute-jauna-vienotiba-un-progresivie.a554658/,2024-05-24 18:50:52.717
711,Debunk,https://verifica.efe.com/el-congreso-de-estados-unidos-no-ha-prohibido-la-biblia/,The United States Congress has not banned the Bible,Indirect,ES,The United States Congress bans the Bible to wipe out Christians,https://www.facebook.com/revistafuerzalatina/posts/pfbid02em26WGXQi7ZBRYonfdToGLfgu6oSsQnxwy73GP75M9FUwrqXUkuWwVtpDrk1YhB2l?locale=es_LA,2024-05-24 18:49:00.000
712,Debunk,https://verifica.efe.com/abuela-ursula-von-der-leyen-hitler/,This is not a picture of Ursula von der Leyen's grandmother greeting Hitler,Direct,ES,A photo shows Ursula von der Leyen's grandmother greeting Hitler,https://x.com/JoseSosa1354344/status/1769670608789307559,2024-05-24 18:47:43.000
713,Debunk,https://verifica.efe.com/parlamento-israeli-debate-cataluna-pais-vasco/,It is false that the Israeli Parliament is going to debate in the coming days to recognize the independence of Catalonia and the Basque Country,Indirect,ES,The Israeli Parliament will debate recognizing the independence of Catalonia and the Basque Country,https://www.instagram.com/p/C7UsdmWvvcg/?utm_source=ig_embed&ig_rid=f00c4838-7b67-4c6c-a2e0-e681d26a615b,2024-05-24 16:56:12.000
714,Debunk,https://www.newtral.es/politica-internacional-espana-ue/20240524/,The European Union has not said that the Government's international policy “is isolating Spain”,Direct,ES,The European Union has expressed concern about the international politics of the Government of Pedro Sánchez and affirms that it is isolating Spain.,https://x.com/i/birdwatch/t/1793382241566896537,2024-05-24 16:34:53.000
715,Debunk,https://napravoumiru.afp.com/doc.afp.com.34TU4KD,"Wife of suspected Fico shooter is Slovak, Russian channels spread misinformation about 'Ukrainian track'",Indirect,CZ,Wife of suspected Fico shooter is Ukrainian,https://www.facebook.com/permalink.php?story_fbid=pfbid02uju71oxFNYoie56zuPtV69hrUxgde4GKdVv2NuHDbSKx1bRXzgbGRnpc9SnieoTYl&id=100000356431239,2024-05-24 16:09:00.000
716,Debunk,https://faktantarkistus.afp.com/doc.afp.com.34TH9FP,Film propagates old myths about climate change,Indirect,FI,Current climate change is a natural process,https://www.facebook.com/groups/ilmastofoorumi/posts/10160178095082725/,2024-05-24 15:25:00.000
717,Debunk,https://facta.news/antibufale/2024/05/24/innalzamento-dei-mari-crisi-climatica/,These graphs don't deny the rising seas caused by the climate crisis,Indirect,IT,"You have often heard of rising seas, submerged coasts and atolls that should have already disappeared. 
The image that we attach today, but we could give dozens of other examples, tells us that there is no 'acceleration of the rise in sea level'. Long-term tide charts show that sea levels are rising at the same rate as 180 years ago. There is no climate crisis",https://www.facebook.com/story.php?story_fbid=762255369405443&id=100068629591328&rdid=ByxWuK6vRgqQC4gU,2024-05-24 14:52:34.065
718,Debunk,https://verificat.afp.com/doc.afp.com.34TK9XK,Wife of Fico's accused attacker is Slovak; Russian channels spread misinformation about a 'Ukrainian fingerprint',Indirect,RO,Juraj Cintula's wife is an Ukrainian refugee,https://www.facebook.com/ambrusbe/posts/7422301641198623,2024-05-24 14:43:00.000
719,Debunk,https://demagog.org.pl/fake_news/nauka-pomija-naturalne-czynniki-zmian-klimatu-uwzgledniono-je/,Science ignores natural factors of climate change? These have been included,Indirect,PL,Scientists ignore the impact of natural factors on climate change,https://www.facebook.com/watch/?v=1210153873479795,2024-05-24 14:38:36.000
720,Debunk,https://demagog.org.pl/fake_news/czarnek-zapowiedzial-delegalizacje-lgbtq-to-falszywka/,Czarnek announced the outlawing of LGBTQ+? It's a fake,Indirect,PL,Przemysław Czarnek announced the submission of a project outlawing the activities of LGBTQI+ organizations in Poland,https://www.facebook.com/jola.komarek/posts/pfbid02odWigd7nVYXsk8L6F6huph5efTbnEbPkddU17NdBsNogqkPACEkJoQs9TeBTn9Tdl,2024-05-24 14:34:18.000
721,Debunk,https://faktoje.al/keqinterpretimi-per-klikime-i-deklarates-ne-samitin-e-kotorrit/,Misinterpretation for clicks of the statement at the Kotor summit,Indirect,AL,Prime Minister Rama has listed the reasons for the disappointment with Montenegro at the summit of Western Balkan leaders in Kotor,https://sot.com.al/politike/lideret-e-ballkanit-dhe-be-se-takohen-ne-kotorr-rama-rendit-arsyet-pse--i663974,2024-05-24 14:28:29.000
722,Debunk,https://proveri.afp.com/doc.afp.com.34TR2T4,French Air Force planes have not painted the Russian flag in the sky over Marseille,Indirect,BG,French Air Force planes have painted the Russian flag in the sky over Marseille,,2024-05-24 13:50:00.000
723,Debunk,https://raskrinkavanje.ba/analiza/teorije-zavjere-o-atentatu-na-slovackog-premijera-i-szo,Teorije zavjere o atentatu na slovačkog premijera i SZO,Direct,BA,"Atentat na slovačkog premijera Roberta Fica je naručen jer je odbio ""pandemijski sporazum” Svjetske zdravstvene organizacije",https://www.facebook.com/charlize.novak.35/posts/pfbid0Y1HbuAfgxN1EaKgVABW4iYhspmtWfLaTJXLBZW2g1Pr1Jhk5c4PjHoDzjGggCdAvl,2024-05-24 12:35:47.511
724,Factcheck,https://demagog.org.pl/wypowiedzi/zmiana-traktatow-ue-czy-potrzebna-jest-do-tego-jednomyslnosc/,Changing the EU treaties. Is unanimity needed for this?,Direct,PL,"The way to amend the Treaties is through the application of the unanimity principle. In order to convene all these conventions, the intergovernmental conference to make this decision, in fact, at each of these stages, or certainly at the final, it would be necessary to obtain unanimity in order to give up [the right of veto — demagogue]",https://www.youtube.com/watch?v=8s444mVGpxw&t=2161s,2024-05-24 12:02:54.000
725,Debunk,https://mythdetector.ge/en/has-possession-and-distribution-of-child-pornography-been-decriminalized-in-germany/,Has Possession and Distribution of Child Pornography been Decriminalized in Germany?,Direct,GE,Possession and Distribution of Child Pornography have been Decriminalized in Germany,https://www.facebook.com/100095361766480/videos/751860303818345/,2024-05-24 11:46:46.000
726,Debunk,https://demagog.org.pl/fake_news/helikopter-ratowniczy-zniknal-z-radarow-teorie-spiskowe-o-wypadku-w-iranie/,Rescue Helicopter Disappeared From Radar — Conspiracy Theories About Iran Accident,Indirect,PL,"The Iranian helicopter flown by the president was unbreakable, so it could not have been an ordinary disaster",https://www.youtube.com/watch?v=5V1RKYPjZ-g,2024-05-24 11:41:44.000
727,Debunk,https://www.dogrula.org/dogrulamalar/video-vladimir-putinin-iran-cumhurbaskani-reisinin-cenaze-torenine-gidisini-mi-gosteriyor/,Does the video show Vladimir Putin attending the funeral of Iranian President Reisi?,Indirect,TR,"Video claims to show Vladimir Putin arriving at the funeral of Iranian President Reisi
The video is not current, it is from 2017.
It was recorded during Russian President Vladimir Putin's flight to the Hmeymimim Air Base in Syria.
Putin watches Russian Air Force fighter jets accompanying him on the flight.
According to sources, on Putin's instructions, Russian President Duma Vyacheslav Volodin will attend the funeral of Iranian President Ibrahim Reisi",https://www.dogrula.org/wp-content/uploads/putin-iddia-1-2.png,2024-05-24 08:17:06.000
728,Debunk,https://verifica.efe.com/un-video-de-1990-con-solo-opiniones-positivas-sobre-la-homosexualidad-esta-manipulado/,A 1990 video with only positive opinions about homosexuality is manipulated,Indirect,ES,"Policies for the LGTBI community are useless, since already in 1990 Spaniards had a very favorable opinion of homosexuals, as demonstrated by the video",https://x.com/FAsintomatico/status/1793313399213891856,2024-05-24 07:13:29.911
729,Debunk,https://correctiv.org/faktencheck/2024/05/24/europawahl-2024-nein-die-afd-wurde-nicht-von-der-europawahl-ausgeschlossen/,"No, the AfD was not excluded from the European elections",Direct,DE,The AfD was excluded or not allowed to participate in the European elections,https://www.tiktok.com/@kaetzchen1960/video/7372211323268074784,2024-05-23 22:00:00.000
730,Debunk,https://www.delfi.lt/news/melo-detektorius/manipuliacija/kodel-siemet-lietuvos-prezidento-rinkimu-nestebejo-esbo-96519207,Why did the OSCE not monitor the Lithuanian presidential elections this year?,Indirect,LT,"There were no international observers during the Lithuanian presidential elections, and this practice is equated except with the regimes of Russia, Belarus and North Korea",https://www.facebook.com/strumiliene/posts/pfbid027C8L1mnJygmCSYXJx18sa8Dgsk8HLXGFboAjJf2DqQwQrLaTSkqB3fn8jPxELBLNl,2024-05-23 19:14:09.000
731,Debunk,https://faktencheck.afp.com/doc.afp.com.34RZ8TN,Air show ahead of the Olympic Games shows French national colors,Indirect,DE,Aerobatic team mixed up colors of flag in Marseille,https://www.facebook.com/watch/?v=757986869821176,2024-05-23 18:08:00.000
732,Debunk,https://verifica.efe.com/mujer-autor-atentado-contra-primer-ministro-eslovaco-no-es-refugiada-ucraniana/,The wife of the alleged perpetrator of the attack on the Slovak Prime Minister is not a Ukrainian refugee,Direct,ES,The wife of the alleged perpetrator of the attack on the Slovak Prime Minister is not a Ukrainian refugee,https://www.facebook.com/groups/394232417418725/posts/2632816240226987/,2024-05-23 16:42:49.000
733,Debunk,https://verifica.efe.com/milei-ayuso-ancianos-muertos-residencias-video-manipulado/,"Milei did not celebrate the dead in the residences of Madrid, it\'s a manipulated video",Indirect,ES,"The president of Argentina, Javier Milei, complained that",https://www.facebook.com/antonioyflores94/posts/pfbid02j8py4PHYo4agd7X8yrXwiyZcyL6tmF3PjZHnHJ6QJNR5TkSaKkgpfd8oLYXaPHCNl,2024-05-23 16:37:04.000
734,Factcheck,https://www.ostro.si/si/razkrinkavanje/objave/rusija-nima-najvecjih-zalog-zemeljskega-plina,Russia does not have the largest natural gas reserves,Indirect,SI,Russia has the largest reserves of oil and natural gas.,https://prvi.rtvslo.si/podkast/studio-ob-1700/87/175047687,2024-05-23 16:08:23.000
735,Debunk,https://teyit.org/analiz/goruntulerin-iran-cumhurbaskani-reisinin-dusen-helikopterini-gosterdigi-iddiasi,The claim that the footage shows Iranian President Reisi's downed helicopter,Indirect,TR,the footage shows Iranian President Reisi's downed helicopter,https://x.com/BirolBey12/status/1792674077213376685,2024-05-23 16:00:00.000
736,Debunk,https://science.feedback.org/review/electric-vehicles-may-have-higher-particulate-emissions-from-tires-but-usually-have-lower-particulate-emissions-from-other-sources/,"Electric vehicles may have higher particulate emissions from tires, but they usually have lower particulate emissions from other sources",Indirect,FR,"“Electric Cars Emit More Particulate Pollution”; Banning gasoline cars could increase particulate emissions; “Electric cars pollute 1,850 times more than fuel-based vehicles”",https://www.wsj.com/articles/electric-cars-emit-more-soot-california-ban-gas-powered-vehicles-521b29e3,2024-05-23 15:49:17.000
737,Debunk,https://demagog.org.pl/fake_news/thermomix-emituje-szkodliwe-promieniowanie-falsz/,Thermomix emits harmful radiation? False,Direct,PL,"The kitchen appliance, the Thermomix, emits dangerous radiation that exceeds certain standards",https://www.facebook.com/reel/1433948124666544,2024-05-23 15:45:12.000
738,Debunk,https://teyit.org/analiz/video-reisinin-dusen-helikopterdeki-son-goruntusunu-mu-gosteriyor,Does the video show the last footage of the downed helicopter with Iranian President Ibrahim Reisi on board?,Indirect,TR,The video shows the last footage of the downed helicopter with Iranian President Ibrahim Reisi on board,https://x.com/dailyummah/status/1792199041549533568,2024-05-23 15:06:14.923
739,Debunk,https://raskrinkavanje.ba/analiza/haarp-nije-uzrokovao-polarnu-svjetlost-u-maju,HAARP nije uzrokovao polarnu svjetlost u maju,Indirect,BA,Polarna svjetlost koja se vidjela u noći između 10. i 11. maja je bila vještački izazvana HAARP-om.,https://www.facebook.com/permalink.php?story_fbid=pfbid02RC3x1quSsx8nKNHNCxfRnMv7Z63vLH81S3b5Fgd7KEE73zsWQcvFGBoL6BEVjaaLl&id=100035825303869,2024-05-23 14:27:30.636
740,Factcheck,https://faktoje.al/prezantohet-gabimisht-si-kandidati-i-pare-shqiptar-ne-zgjedhjet-europiane/,He is mistakenly presented as the first Albanian candidate in the European elections,Direct,AL,Muharrem Saliu is the first Albanian candidate for the European elections,https://lajme.rtsh.al/artikull/kandidati-i-pare-shqiptar-per-eurodeputet-muharrem-salihu-angazhohem-per-me-shume-europe?fbclid=IwZXh0bgNhZW0CMTEAAR1pSF_ANhR6fqtBqQoC9UEHQj4DsKg5RdypURreCIiCgsyf8umnVEmCbqQ_aem_AWtMRWOzWJTpLqzX6fzqosOWGC-CydVXZTakEPgNRhelmdiRT_Wza6VHt6rO-sbLRrGg96044a86jC_lrX1S0AoH,2024-05-23 14:26:20.000
741,Debunk,https://mythdetector.ge/ka/tsevrobis-sanatsvlod-evrokavshiri-saqarthvelos-erthnairsqesian-tsqhviltha-qortsinebis-legalizebas-ar-sthkhovs/,The European Union does not ask Georgia to legalize same-sex marriage,Direct,GE,"In exchange for membership, the European Union asks Georgia to legalize same-sex marriage",https://www.myvideo.ge/v/4233512&rc=1,2024-05-23 13:33:04.000
742,Debunk,https://verifica.efe.com/tribunal-constitucional-no-legaliza-okupacion-bulo/,The Constitutional Court has not legalized squatting nor has it declared it constitutional,Indirect,ES,The Constitutional Court legalizes squatting and declares it constitutional,https://x.com/MosqueteroVa/status/1793010507835662775,2024-05-23 13:23:23.000
743,Debunk,https://faktoje.al/video-e-avionit-kosovar-ndahen-online-si-pamjet-e-turbulencave-ne-singapor/,Video of Kosovar plane shared online as footage of turbulence in Singapore,Indirect,AL,This video shows the turbulence that left one person dead on a Singapore Airlines flight in May 2024,https://www.facebook.com/apollon.tv/posts/8057310464292207/?rdid=MklbhdaVoewAXUak,2024-05-23 12:37:20.000
744,Debunk,https://faktoje.al/ende-nuk-eshte-leshuar-urdher-arresti-nderkombetar-per-netanyahun/,No international arrest warrant has been issued for Netanyahu,Indirect,AL,The International Criminal Court has issued an arrest warrant for Israeli Prime Minister Benjamin Netanyahu,https://euronews.al/gjykata-nderkombetare-penale-leshon-urdher-arrest-per-netanyahun/,2024-05-23 12:07:44.000
745,Factcheck,https://www.ostro.si/si/razkrinkavanje/objave/za-potrditev-spolne-identitete-ni-dovolj-le-otrokova-namera-izrecena-med-igro,"To confirm gender identity, it is not enough just the intention of the child expressed during the game",Indirect,SI,"“And then there are gender reassignment surgeries. And a child who says somewhere in the game that he just wants to play, that it's a little something else, is suddenly cut into pieces and put together in some other form, because it's supposed to be just right.”",https://www.dz-rs.si/wps/portal/Home/seje/evidenca/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zivSy9Hb283Q0N3E3dLQwCQ7z9g7w8nAwsPE31w9EUGAWZGgS6GDn5BhsYGwQHG-lHEaPfAAdwNCBOPx4FUfiNL8gNDQ11VFQEAF8pdGQ!/dz/d5/L2dBISEvZ0FBIS9nQSEh/?mandat=IX&type=mag&uid=1DE1B7DA714B1364C1258B0800283677,2024-05-23 08:12:42.000
746,Debunk,https://faktantarkistus.afp.com/doc.afp.com.34RX6VV,British cardiologist makes false claims about mRNA Covid vaccines,Indirect,FI,mRNA Covid vaccines drive every single disease in the human body,https://www.facebook.com/kirsi.salo.90/posts/pfbid02ERTyGVkEWMTB168UcbGtjhyqKm8UtvN91fsiUdSt7m3eXMSXPzffnKTzAoPr3T2El,2024-05-23 07:55:00.000
747,Debunk,https://factcheckgreek.afp.com/doc.afp.com.34TK4VM,"No, Swiss 2024 Eurovision winner Nemo was not wearing a reversed cross, but a spinning top",Indirect,GR,Swiss Eurovision winner Nemo wore an upside-down cross during his performance,https://www.facebook.com/christos.handras/posts/pfbid0RgLcW2ZSSJ1ChGPvXdEjVU7Rwj8bwYN2wauBBdSjBDfhyhhk6vXDnWn5QTybbx3gl,2024-05-23 07:15:00.000
748,Debunk,https://maldita.es/malditobulo/20240523/begona-gomez-imputada-okdiario/,"Why is it not correct to say that Begoña Gómez was charged on May 23, 2024",Indirect,ES,OkDiario says that Begoña Gómez is accused of corruption and influence peddling,https://x.com/PedroMorenoGmz/status/1793893152056643953,2024-05-23 00:00:00.000
749,Debunk,https://www.ellinikahoaxes.gr/2024/05/22/synelifthi-i-gynaika-tou-feromenou-drasti-tis-epithesis-ston-robert-fitso/,Has the wife of Robert Fico's alleged attacker been arrested?,Direct,GR,"Wife of Slovak Prime Minister's Assassin Arrested, She Is a Refugee From Ukraine",https://www.facebook.com/permalink.php?story_fbid=pfbid0nG1DgiXuqUAjNNfs9q77ju38VSU9wQCzv931G7qBgKMptQfSkgaLbbgHeMFUvLRXl&id=100057833481581,2024-05-22 22:05:40.000
750,Debunk,https://facta.news/antibufale/2024/05/23/pallywood-bambino-palestinese/,This is not a Palestinian child pretending to be wounded as a result of an Israeli bombing,Indirect,IT,"PALLYWOOD AND THE CLAPPERBOARD GONE WRONG. Pallywood technical tests. The premiere didn't work out, the director was merciless: “Not like that, go down. You don't know what a bomb does... go down. Why did you put it on the table? You don't know what a bomb does... How a table can hold all this weight...”. Despite countless filmed evidence, the news released by the Hamas' health ministry continues to be taken for granted, 35,000 dead, half of them children",https://www.facebook.com/progettodreyfus/posts/pfbid0353qJAZiuPi2JDuwmyvyCwJ6VTsPANbfHrxApqB5wbWLbA7sHqbgVNsQw4QQCs23Bl,2024-05-22 22:00:00.000
751,Debunk,https://facta.news/antibufale/2024/05/23/uomo-gatto-brace/,The video of the man who cooks a cat in the street in Campiglia Marittima is from 2020,Indirect,IT,"African immigrant cooks a cat on the street, in Italy. A courageous Italian woman confronts him",https://www.facebook.com/NicoDicci/posts/pfbid0KSJxYq6FmdzCYqWXxvDCfQ8Avv13DfmYxPwT5HnKudB7BruDxBfn1aALM5McbPGYl,2024-05-22 22:00:00.000
752,Debunk,https://facta.news/antibufale/2024/05/23/uomo-tre-gambe-palestinesi/,The image of the man with three legs is a fake created to misinform about wounded Palestinians,Indirect,IT,"Oh, we have a new Frank Lentini... #Pallywood #ThirdLeg",https://www.facebook.com/photo?fbid=10232914648147967&set=a.10202107400866039&locale=it_IT,2024-05-22 22:00:00.000
753,Debunk,https://dpa-factchecking.com/austria/240521-99-108580/,France continues to allow wind turbines,Indirect,AT,France has banned wind turbines due to health problems,https://www.facebook.com/groups/2469094346663163/posts/3659013974337855/,2024-05-22 19:08:29.000
754,Debunk,https://teyit.org/analiz/video-iran-cumhurbaskani-reisinin-helikopterinin-dusme-anini-mi-gosteriyor,Does the video show the moment Iranian President Reisi's helicopter crashes?,Indirect,TR,the video shows the moment Iranian President Reisi's helicopter crashes,https://sahebkhabar.ir/news/64688703/%D8%B1%DB%8C%DB%8C%D8%B3-%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%A7%D8%B2-%D8%B3%D8%AF-%D9%86%D9%85-%D8%B1%D9%88%D8%AF-%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF-%DA%A9%D8%B1%D8%AF,2024-05-22 17:30:00.000
755,Debunk,https://www.newtral.es/mujer-tirador-robert-fico-eslovaquia-refugiada-ucraniana-bulo/20240522/,The wife of the shooter who shot Robert Fico is not a “Ukrainian refugee”,Indirect,ES,"The shooter who shot the Prime Minister of Slovakia, Robert Fico, is a Ukrainian refugee",https://www.facebook.com/permalink.php?story_fbid=pfbid02kRRC5a8X2rwugiiwkuKWEdyqqYf6R1iHkWSW3Wze5ESeKQJAYBRgDgewMGxws7tpl&id=100087362560691,2024-05-22 16:13:23.000
